,TIME_PERIOD,Country,gdp_growth_MoM
5548,1952-08,United States,0.19843094047474197
5549,1952-09,United States,0.19843094047474197
5550,1952-10,United States,0.6241070391149455
5551,1952-11,United States,0.6241070391149455
5552,1952-12,United States,0.6241070391149455
5553,1953-01,United States,0.4192974063429211
5554,1953-02,United States,0.4192974063429211
5555,1953-03,United States,0.4192974063429211
5556,1953-04,United States,0.21034835335860502
5557,1953-05,United States,0.21034835335860502
5558,1953-06,United States,0.21034835335860502
5559,1953-07,United States,0.2408619953147566
5560,1953-08,United States,0.2408619953147566
5561,1953-09,United States,0.2408619953147566
5562,1953-10,United States,0.1991058320843474
5563,1953-11,United States,0.1991058320843474
5564,1953-12,United States,0.1991058320843474
5565,1954-01,United States,0.1946044339559796
5566,1954-02,United States,0.1946044339559796
5567,1954-03,United States,0.1946044339559796
5568,1954-04,United States,0.03521614846672594
5569,1954-05,United States,0.03521614846672594
5570,1954-06,United States,0.03521614846672594
5571,1954-07,United States,0.2865858102279297
5572,1954-08,United States,0.2865858102279297
5573,1954-09,United States,0.2865858102279297
5574,1954-10,United States,0.43531983417580933
5575,1954-11,United States,0.43531983417580933
5576,1954-12,United States,0.43531983417580933
5577,1955-01,United States,0.5681997716692222
5578,1955-02,United States,0.5681997716692222
5579,1955-03,United States,0.5681997716692222
4656,1955-04,United Kingdom,0.004904162870174034
5580,1955-04,United States,0.3799077485066138
5581,1955-05,United States,0.3799077485066138
4657,1955-05,United Kingdom,0.004904162870174034
4658,1955-06,United Kingdom,0.004904162870174034
5582,1955-06,United States,0.3799077485066138
4659,1955-07,United Kingdom,0.4427363479102069
5583,1955-07,United States,0.32965777087987025
4660,1955-08,United Kingdom,0.4427363479102069
5584,1955-08,United States,0.32965777087987025
5585,1955-09,United States,0.32965777087987025
4661,1955-09,United Kingdom,0.4427363479102069
5586,1955-10,United States,0.16976938864413205
4662,1955-10,United Kingdom,0.23090284714748077
4663,1955-11,United Kingdom,0.23090284714748077
5587,1955-11,United States,0.16976938864413205
4664,1955-12,United Kingdom,0.23090284714748077
5588,1955-12,United States,0.16976938864413205
5589,1956-01,United States,0.15100126572340145
4665,1956-01,United Kingdom,0.27978932038726767
4666,1956-02,United Kingdom,0.27978932038726767
5590,1956-02,United States,0.15100126572340145
5591,1956-03,United States,0.15100126572340145
4667,1956-03,United Kingdom,0.27978932038726767
5592,1956-04,United States,0.2223979000912193
4668,1956-04,United Kingdom,0.03597863878306229
4669,1956-05,United Kingdom,0.03597863878306229
5593,1956-05,United States,0.2223979000912193
5594,1956-06,United States,0.2223979000912193
4670,1956-06,United Kingdom,0.03597863878306229
4671,1956-07,United Kingdom,0.0438444750234146
5595,1956-07,United States,0.03084261611482597
4672,1956-08,United Kingdom,0.0438444750234146
5596,1956-08,United States,0.03084261611482597
5597,1956-09,United States,0.03084261611482597
4673,1956-09,United Kingdom,0.0438444750234146
4674,1956-10,United Kingdom,0.16714477700083608
5598,1956-10,United States,0.38311543168025475
5599,1956-11,United States,0.38311543168025475
4675,1956-11,United Kingdom,0.16714477700083608
5600,1956-12,United States,0.38311543168025475
4676,1956-12,United Kingdom,0.16714477700083608
4677,1957-01,United Kingdom,0.4227329877835133
5601,1957-01,United States,0.1793379106788764
4678,1957-02,United Kingdom,0.4227329877835133
5602,1957-02,United States,0.1793379106788764
5603,1957-03,United States,0.1793379106788764
4679,1957-03,United Kingdom,0.4227329877835133
4680,1957-04,United Kingdom,0.010820075449442523
5604,1957-04,United States,0.07914550050859337
5605,1957-05,United States,0.07914550050859337
4681,1957-05,United Kingdom,0.010820075449442523
5606,1957-06,United States,0.07914550050859337
4682,1957-06,United Kingdom,0.010820075449442523
4683,1957-07,United Kingdom,0.2784862371791218
5607,1957-07,United States,0.2556907110379689
4684,1957-08,United Kingdom,0.2784862371791218
5608,1957-08,United States,0.2556907110379689
5609,1957-09,United States,0.2556907110379689
4685,1957-09,United Kingdom,0.2784862371791218
4686,1957-10,United Kingdom,0.08595167198315545
5610,1957-10,United States,0.6743378894544478
4687,1957-11,United Kingdom,0.08595167198315545
5611,1957-11,United States,0.6743378894544478
4688,1957-12,United Kingdom,0.08595167198315545
5612,1957-12,United States,0.6743378894544478
4689,1958-01,United Kingdom,0.4754847742578441
5613,1958-01,United States,-0.16860808247547232
5614,1958-02,United States,-0.16860808247547232
4690,1958-02,United Kingdom,0.4754847742578441
5615,1958-03,United States,-0.16860808247547232
4691,1958-03,United Kingdom,0.4754847742578441
5616,1958-04,United States,0.1833103559293372
4692,1958-04,United Kingdom,-0.14794803154576242
4693,1958-05,United Kingdom,-0.14794803154576242
5617,1958-05,United States,0.1833103559293372
4694,1958-06,United Kingdom,-0.14794803154576242
5618,1958-06,United States,0.1833103559293372
4695,1958-07,United Kingdom,0.47633245165076343
5619,1958-07,United States,0.4907746475658281
4696,1958-08,United Kingdom,0.47633245165076343
5620,1958-08,United States,0.4907746475658281
5621,1958-09,United States,0.4907746475658281
4697,1958-09,United Kingdom,0.47633245165076343
4698,1958-10,United Kingdom,0.08297278275927544
5622,1958-10,United States,0.4945326898913751
5623,1958-11,United States,0.4945326898913751
4699,1958-11,United Kingdom,0.08297278275927544
4700,1958-12,United Kingdom,0.08297278275927544
5624,1958-12,United States,0.4945326898913751
5625,1959-01,United States,0.4290538328362372
4701,1959-01,United Kingdom,0.1738185126441869
5626,1959-02,United States,0.4290538328362372
4702,1959-02,United Kingdom,0.1738185126441869
5627,1959-03,United States,0.4290538328362372
4703,1959-03,United Kingdom,0.1738185126441869
5628,1959-04,United States,0.48176948752697557
4704,1959-04,United Kingdom,0.3775717867338553
5629,1959-05,United States,0.48176948752697557
4705,1959-05,United Kingdom,0.3775717867338553
5630,1959-06,United States,0.48176948752697557
4706,1959-06,United Kingdom,0.3775717867338553
5631,1959-07,United States,0.022722040799153742
4707,1959-07,United Kingdom,0.4623036557609437
5632,1959-08,United States,0.022722040799153742
4708,1959-08,United Kingdom,0.4623036557609437
5633,1959-09,United States,0.022722040799153742
4709,1959-09,United Kingdom,0.4623036557609437
5634,1959-10,United States,0.0871735223266894
4710,1959-10,United Kingdom,0.5241137811075249
4711,1959-11,United Kingdom,0.5241137811075249
5635,1959-11,United States,0.0871735223266894
5636,1959-12,United States,0.0871735223266894
4712,1959-12,United Kingdom,0.5241137811075249
5637,1960-01,United States,0.4810394540743419
4713,1960-01,United Kingdom,0.5176340648030082
5638,1960-02,United States,0.4810394540743419
4714,1960-02,United Kingdom,0.5176340648030082
5639,1960-03,United States,0.4810394540743419
4715,1960-03,United Kingdom,0.5176340648030082
3120,1960-04,Italy,0.35132068270235406
1251,1960-04,France,0.11218141670104531
3888,1960-04,Japan,0.058016937323176476
2019,1960-04,Germany,0.4060375568248782
5640,1960-04,United States,0.22713792474912597
4716,1960-04,United Kingdom,0.3316357068782645
3889,1960-05,Japan,0.058016937323176476
3121,1960-05,Italy,0.35132068270235406
4717,1960-05,United Kingdom,0.3316357068782645
5641,1960-05,United States,0.22713792474912597
2020,1960-05,Germany,0.4060375568248782
1252,1960-05,France,0.11218141670104531
4718,1960-06,United Kingdom,0.3316357068782645
3122,1960-06,Italy,0.35132068270235406
5642,1960-06,United States,0.22713792474912597
3890,1960-06,Japan,0.058016937323176476
1253,1960-06,France,0.11218141670104531
2021,1960-06,Germany,0.4060375568248782
3123,1960-07,Italy,0.3515090200531483
2022,1960-07,Germany,0.6456495711654178
3891,1960-07,Japan,0.6429162901344434
5643,1960-07,United States,0.14214718950821448
4719,1960-07,United Kingdom,0.3553559546491849
1254,1960-07,France,0.20474073013297645
4720,1960-08,United Kingdom,0.3553559546491849
2023,1960-08,Germany,0.6456495711654178
3124,1960-08,Italy,0.3515090200531483
5644,1960-08,United States,0.14214718950821448
3892,1960-08,Japan,0.6429162901344434
1255,1960-08,France,0.20474073013297645
2024,1960-09,Germany,0.6456495711654178
3893,1960-09,Japan,0.6429162901344434
3125,1960-09,Italy,0.3515090200531483
4721,1960-09,United Kingdom,0.3553559546491849
1256,1960-09,France,0.20474073013297645
5645,1960-09,United States,0.14214718950821448
1257,1960-10,France,0.29767191354451183
3894,1960-10,Japan,0.6919428004488497
3126,1960-10,Italy,0.024956993000215144
5646,1960-10,United States,0.34335715235517406
4722,1960-10,United Kingdom,0.16500238378066512
2025,1960-10,Germany,0.26453814361148087
3127,1960-11,Italy,0.024956993000215144
2026,1960-11,Germany,0.26453814361148087
3895,1960-11,Japan,0.6919428004488497
4723,1960-11,United Kingdom,0.16500238378066512
5647,1960-11,United States,0.34335715235517406
1258,1960-11,France,0.29767191354451183
5648,1960-12,United States,0.34335715235517406
1259,1960-12,France,0.29767191354451183
2027,1960-12,Germany,0.26453814361148087
3896,1960-12,Japan,0.6919428004488497
3128,1960-12,Italy,0.024956993000215144
4724,1960-12,United Kingdom,0.16500238378066512
4725,1961-01,United Kingdom,0.3817286090361749
3897,1961-01,Japan,0.5926436052989927
1260,1961-01,France,0.37654346690932905
3129,1961-01,Italy,0.6610254331043146
2028,1961-01,Germany,0.26237890731528335
5649,1961-01,United States,0.187608115319833
4726,1961-02,United Kingdom,0.3817286090361749
3130,1961-02,Italy,0.6610254331043146
2029,1961-02,Germany,0.26237890731528335
3898,1961-02,Japan,0.5926436052989927
1261,1961-02,France,0.37654346690932905
5650,1961-02,United States,0.187608115319833
1262,1961-03,France,0.37654346690932905
5651,1961-03,United States,0.187608115319833
3899,1961-03,Japan,0.5926436052989927
4727,1961-03,United Kingdom,0.3817286090361749
2030,1961-03,Germany,0.26237890731528335
3131,1961-03,Italy,0.6610254331043146
4728,1961-04,United Kingdom,0.12239353867858926
1263,1961-04,France,0.37512691139325827
336,1961-04,Canada,0.5229261857480556
3900,1961-04,Japan,0.4630034227662896
3132,1961-04,Italy,0.4605247860139323
5652,1961-04,United States,0.39210774941985993
2031,1961-04,Germany,0.22768363906121136
337,1961-05,Canada,0.5229261857480556
4729,1961-05,United Kingdom,0.12239353867858926
5653,1961-05,United States,0.39210774941985993
3133,1961-05,Italy,0.4605247860139323
1264,1961-05,France,0.37512691139325827
2032,1961-05,Germany,0.22768363906121136
3901,1961-05,Japan,0.4630034227662896
5654,1961-06,United States,0.39210774941985993
2033,1961-06,Germany,0.22768363906121136
1265,1961-06,France,0.37512691139325827
4730,1961-06,United Kingdom,0.12239353867858926
3134,1961-06,Italy,0.4605247860139323
3902,1961-06,Japan,0.4630034227662896
338,1961-06,Canada,0.5229261857480556
3135,1961-07,Italy,0.493399482940599
2034,1961-07,Germany,0.45061616476406585
3903,1961-07,Japan,0.42913579892852827
4731,1961-07,United Kingdom,0.20400279928679854
5655,1961-07,United States,0.42937358189501373
1266,1961-07,France,0.37369569405375613
339,1961-07,Canada,0.5086047745527507
3904,1961-08,Japan,0.42913579892852827
340,1961-08,Canada,0.5086047745527507
3136,1961-08,Italy,0.493399482940599
2035,1961-08,Germany,0.45061616476406585
5656,1961-08,United States,0.42937358189501373
1267,1961-08,France,0.37369569405375613
4732,1961-08,United Kingdom,0.20400279928679854
3137,1961-09,Italy,0.493399482940599
4733,1961-09,United Kingdom,0.20400279928679854
2036,1961-09,Germany,0.45061616476406585
341,1961-09,Canada,0.5086047745527507
3905,1961-09,Japan,0.42913579892852827
5657,1961-09,United States,0.42937358189501373
1268,1961-09,France,0.37369569405375613
2037,1961-10,Germany,0.13330760055952262
342,1961-10,Canada,0.33147633093366613
4734,1961-10,United Kingdom,0.06735195300997943
3906,1961-10,Japan,0.7745352220381247
5658,1961-10,United States,0.43608077960293623
3138,1961-10,Italy,0.4281944867734502
1269,1961-10,France,0.3923084923480096
4735,1961-11,United Kingdom,0.06735195300997943
5659,1961-11,United States,0.43608077960293623
343,1961-11,Canada,0.33147633093366613
2038,1961-11,Germany,0.13330760055952262
3907,1961-11,Japan,0.7745352220381247
1270,1961-11,France,0.3923084923480096
3139,1961-11,Italy,0.4281944867734502
4736,1961-12,United Kingdom,0.06735195300997943
3908,1961-12,Japan,0.7745352220381247
3140,1961-12,Italy,0.4281944867734502
1271,1961-12,France,0.3923084923480096
5660,1961-12,United States,0.43608077960293623
2039,1961-12,Germany,0.13330760055952262
344,1961-12,Canada,0.33147633093366613
345,1962-01,Canada,0.5412198952826539
3141,1962-01,Italy,0.35356800519426
3909,1962-01,Japan,0.32806770941725905
2040,1962-01,Germany,0.35236937726684503
4737,1962-01,United Kingdom,0.12718822371866545
1272,1962-01,France,0.40950663724314373
5661,1962-01,United States,0.4067131992972395
5662,1962-02,United States,0.4067131992972395
346,1962-02,Canada,0.5412198952826539
4738,1962-02,United Kingdom,0.12718822371866545
2041,1962-02,Germany,0.35236937726684503
1273,1962-02,France,0.40950663724314373
3910,1962-02,Japan,0.32806770941725905
3142,1962-02,Italy,0.35356800519426
5663,1962-03,United States,0.4067131992972395
1274,1962-03,France,0.40950663724314373
2042,1962-03,Germany,0.35236937726684503
3911,1962-03,Japan,0.32806770941725905
4739,1962-03,United Kingdom,0.12718822371866545
3143,1962-03,Italy,0.35356800519426
347,1962-03,Canada,0.5412198952826539
3144,1962-04,Italy,0.27581330961519224
2043,1962-04,Germany,0.26875070318904304
4740,1962-04,United Kingdom,0.2483834839485044
1275,1962-04,France,0.37782794150347176
5664,1962-04,United States,0.23959455852468547
3912,1962-04,Japan,0.33850912713524406
348,1962-04,Canada,0.2152602668008865
349,1962-05,Canada,0.2152602668008865
1276,1962-05,France,0.37782794150347176
5665,1962-05,United States,0.23959455852468547
3145,1962-05,Italy,0.27581330961519224
4741,1962-05,United Kingdom,0.2483834839485044
2044,1962-05,Germany,0.26875070318904304
3913,1962-05,Japan,0.33850912713524406
1277,1962-06,France,0.37782794150347176
4742,1962-06,United Kingdom,0.2483834839485044
5666,1962-06,United States,0.23959455852468547
3914,1962-06,Japan,0.33850912713524406
2045,1962-06,Germany,0.26875070318904304
3146,1962-06,Italy,0.27581330961519224
350,1962-06,Canada,0.2152602668008865
3915,1962-07,Japan,0.3048817256030443
3147,1962-07,Italy,0.16969735859459667
5667,1962-07,United States,0.3063919255755301
4743,1962-07,United Kingdom,0.1723899357043146
2046,1962-07,Germany,0.5029880557295585
1278,1962-07,France,0.3462236167388386
351,1962-07,Canada,0.31595925670616265
352,1962-08,Canada,0.31595925670616265
1279,1962-08,France,0.3462236167388386
3148,1962-08,Italy,0.16969735859459667
2047,1962-08,Germany,0.5029880557295585
3916,1962-08,Japan,0.3048817256030443
4744,1962-08,United Kingdom,0.1723899357043146
5668,1962-08,United States,0.3063919255755301
1280,1962-09,France,0.3462236167388386
3149,1962-09,Italy,0.16969735859459667
5669,1962-09,United States,0.3063919255755301
4745,1962-09,United Kingdom,0.1723899357043146
3917,1962-09,Japan,0.3048817256030443
353,1962-09,Canada,0.31595925670616265
2048,1962-09,Germany,0.5029880557295585
3150,1962-10,Italy,0.3574959441491308
354,1962-10,Canada,0.4361734139184825
2049,1962-10,Germany,0.07798080033644894
1281,1962-10,France,0.3107194453418267
4746,1962-10,United Kingdom,0.1382655398261543
3918,1962-10,Japan,0.45647128305269935
5670,1962-10,United States,0.09955956803040755
1282,1962-11,France,0.3107194453418267
4747,1962-11,United Kingdom,0.1382655398261543
355,1962-11,Canada,0.4361734139184825
5671,1962-11,United States,0.09955956803040755
3151,1962-11,Italy,0.3574959441491308
3919,1962-11,Japan,0.45647128305269935
2050,1962-11,Germany,0.07798080033644894
356,1962-12,Canada,0.4361734139184825
1283,1962-12,France,0.3107194453418267
5672,1962-12,United States,0.09955956803040755
3152,1962-12,Italy,0.3574959441491308
3920,1962-12,Japan,0.45647128305269935
4748,1962-12,United Kingdom,0.1382655398261543
2051,1962-12,Germany,0.07798080033644894
3921,1963-01,Japan,0.33264486464572474
4749,1963-01,United Kingdom,0.13361111903771294
3153,1963-01,Italy,0.18495754089532412
5673,1963-01,United States,0.2789693905469206
1284,1963-01,France,0.1267985049513698
2052,1963-01,Germany,-0.3568514746082865
357,1963-01,Canada,0.1778543647901376
4750,1963-02,United Kingdom,0.13361111903771294
3154,1963-02,Italy,0.18495754089532412
2053,1963-02,Germany,-0.3568514746082865
3922,1963-02,Japan,0.33264486464572474
5674,1963-02,United States,0.2789693905469206
1285,1963-02,France,0.1267985049513698
358,1963-02,Canada,0.1778543647901376
359,1963-03,Canada,0.1778543647901376
4751,1963-03,United Kingdom,0.13361111903771294
2054,1963-03,Germany,-0.3568514746082865
3923,1963-03,Japan,0.33264486464572474
3155,1963-03,Italy,0.18495754089532412
5675,1963-03,United States,0.2789693905469206
1286,1963-03,France,0.1267985049513698
3924,1963-04,Japan,0.5798846827389679
4752,1963-04,United Kingdom,0.7469053311037592
360,1963-04,Canada,0.3489004793963879
3156,1963-04,Italy,0.5524276181352239
1287,1963-04,France,0.7614729694075977
2055,1963-04,Germany,0.7635049286171733
5676,1963-04,United States,0.28511913423557766
1288,1963-05,France,0.7614729694075977
361,1963-05,Canada,0.3489004793963879
2056,1963-05,Germany,0.7635049286171733
3925,1963-05,Japan,0.5798846827389679
4753,1963-05,United Kingdom,0.7469053311037592
3157,1963-05,Italy,0.5524276181352239
5677,1963-05,United States,0.28511913423557766
362,1963-06,Canada,0.3489004793963879
3926,1963-06,Japan,0.5798846827389679
2057,1963-06,Germany,0.7635049286171733
4754,1963-06,United Kingdom,0.7469053311037592
3158,1963-06,Italy,0.5524276181352239
5678,1963-06,United States,0.28511913423557766
1289,1963-06,France,0.7614729694075977
3159,1963-07,Italy,0.38231230711909214
363,1963-07,Canada,0.20734799430245987
1290,1963-07,France,0.6259823561419493
3927,1963-07,Japan,0.5784064463799079
4755,1963-07,United Kingdom,0.1296587681914596
5679,1963-07,United States,0.4734331333382351
2058,1963-07,Germany,0.6471942252644458
3928,1963-08,Japan,0.5784064463799079
2059,1963-08,Germany,0.6471942252644458
4756,1963-08,United Kingdom,0.1296587681914596
1291,1963-08,France,0.6259823561419493
5680,1963-08,United States,0.4734331333382351
364,1963-08,Canada,0.20734799430245987
3160,1963-08,Italy,0.38231230711909214
2060,1963-09,Germany,0.6471942252644458
3929,1963-09,Japan,0.5784064463799079
365,1963-09,Canada,0.20734799430245987
3161,1963-09,Italy,0.38231230711909214
4757,1963-09,United Kingdom,0.1296587681914596
5681,1963-09,United States,0.4734331333382351
1292,1963-09,France,0.6259823561419493
366,1963-10,Canada,0.604354641211327
2061,1963-10,Germany,0.14062084834117838
1293,1963-10,France,0.09454228946905596
5682,1963-10,United States,0.1830736553951382
4758,1963-10,United Kingdom,0.4842365242619837
3930,1963-10,Japan,0.644274538251645
3162,1963-10,Italy,0.2658592014235335
4759,1963-11,United Kingdom,0.4842365242619837
2062,1963-11,Germany,0.14062084834117838
367,1963-11,Canada,0.604354641211327
3163,1963-11,Italy,0.2658592014235335
5683,1963-11,United States,0.1830736553951382
1294,1963-11,France,0.09454228946905596
3931,1963-11,Japan,0.644274538251645
2063,1963-12,Germany,0.14062084834117838
1295,1963-12,France,0.09454228946905596
368,1963-12,Canada,0.604354641211327
3164,1963-12,Italy,0.2658592014235335
3932,1963-12,Japan,0.644274538251645
5684,1963-12,United States,0.1830736553951382
4760,1963-12,United Kingdom,0.4842365242619837
1296,1964-01,France,0.4231860658157556
3165,1964-01,Italy,0.35399514375485097
3933,1964-01,Japan,0.6120720019785983
5685,1964-01,United States,0.4594646165149925
2064,1964-01,Germany,0.33437073459102695
369,1964-01,Canada,0.5187832340190359
4761,1964-01,United Kingdom,0.18437415485768938
3166,1964-02,Italy,0.35399514375485097
3934,1964-02,Japan,0.6120720019785983
2065,1964-02,Germany,0.33437073459102695
4762,1964-02,United Kingdom,0.18437415485768938
370,1964-02,Canada,0.5187832340190359
5686,1964-02,United States,0.4594646165149925
1297,1964-02,France,0.4231860658157556
4763,1964-03,United Kingdom,0.18437415485768938
371,1964-03,Canada,0.5187832340190359
2066,1964-03,Germany,0.33437073459102695
3935,1964-03,Japan,0.6120720019785983
5687,1964-03,United States,0.4594646165149925
1298,1964-03,France,0.4231860658157556
3167,1964-03,Italy,0.35399514375485097
4764,1964-04,United Kingdom,0.42080917941947593
5688,1964-04,United States,0.2783532654631571
1299,1964-04,France,0.25123515862453694
3936,1964-04,Japan,0.5055343465225342
2067,1964-04,Germany,0.30486843004478703
372,1964-04,Canada,0.1118550777917815
3168,1964-04,Italy,0.7718430917466911
3169,1964-05,Italy,0.7718430917466911
3937,1964-05,Japan,0.5055343465225342
373,1964-05,Canada,0.1118550777917815
2068,1964-05,Germany,0.30486843004478703
5689,1964-05,United States,0.2783532654631571
1300,1964-05,France,0.25123515862453694
4765,1964-05,United Kingdom,0.42080917941947593
374,1964-06,Canada,0.1118550777917815
3170,1964-06,Italy,0.7718430917466911
1301,1964-06,France,0.25123515862453694
5690,1964-06,United States,0.2783532654631571
2069,1964-06,Germany,0.30486843004478703
3938,1964-06,Japan,0.5055343465225342
4766,1964-06,United Kingdom,0.42080917941947593
3171,1964-07,Italy,0.059806925505689446
2070,1964-07,Germany,0.26807734827550256
375,1964-07,Canada,0.2738980044147481
5691,1964-07,United States,0.3684440146136596
1302,1964-07,France,0.30574473133219393
3939,1964-07,Japan,0.365189468258885
4767,1964-07,United Kingdom,0.11013323698919386
3172,1964-08,Italy,0.059806925505689446
2071,1964-08,Germany,0.26807734827550256
5692,1964-08,United States,0.3684440146136596
3940,1964-08,Japan,0.365189468258885
376,1964-08,Canada,0.2738980044147481
4768,1964-08,United Kingdom,0.11013323698919386
1303,1964-08,France,0.30574473133219393
2072,1964-09,Germany,0.26807734827550256
1304,1964-09,France,0.30574473133219393
3941,1964-09,Japan,0.365189468258885
5693,1964-09,United States,0.3684440146136596
3173,1964-09,Italy,0.059806925505689446
377,1964-09,Canada,0.2738980044147481
4769,1964-09,United Kingdom,0.11013323698919386
4770,1964-10,United Kingdom,0.35761678964717225
2073,1964-10,Germany,0.3314491395660064
378,1964-10,Canada,0.14512904655892567
3942,1964-10,Japan,0.31049944924318607
5694,1964-10,United States,0.09395891875498963
1305,1964-10,France,0.2393741860329266
3174,1964-10,Italy,0.16531841368417133
379,1964-11,Canada,0.14512904655892567
3175,1964-11,Italy,0.16531841368417133
3943,1964-11,Japan,0.31049944924318607
5695,1964-11,United States,0.09395891875498963
4771,1964-11,United Kingdom,0.35761678964717225
1306,1964-11,France,0.2393741860329266
2074,1964-11,Germany,0.3314491395660064
3176,1964-12,Italy,0.16531841368417133
1307,1964-12,France,0.2393741860329266
380,1964-12,Canada,0.14512904655892567
3944,1964-12,Japan,0.31049944924318607
2075,1964-12,Germany,0.3314491395660064
5696,1964-12,United States,0.09395891875498963
4772,1964-12,United Kingdom,0.35761678964717225
3945,1965-01,Japan,0.21939821727505393
2076,1965-01,Germany,0.38148482623247504
5697,1965-01,United States,0.5066237622766538
4773,1965-01,United Kingdom,0.10031095516104349
1308,1965-01,France,0.06911181221176377
381,1965-01,Canada,0.6109970061451204
3177,1965-01,Italy,0.32953063638374247
382,1965-02,Canada,0.6109970061451204
5698,1965-02,United States,0.5066237622766538
1309,1965-02,France,0.06911181221176377
3178,1965-02,Italy,0.32953063638374247
3946,1965-02,Japan,0.21939821727505393
4774,1965-02,United Kingdom,0.10031095516104349
2077,1965-02,Germany,0.38148482623247504
4775,1965-03,United Kingdom,0.10031095516104349
3947,1965-03,Japan,0.21939821727505393
1310,1965-03,France,0.06911181221176377
2078,1965-03,Germany,0.38148482623247504
383,1965-03,Canada,0.6109970061451204
5699,1965-03,United States,0.5066237622766538
3179,1965-03,Italy,0.32953063638374247
3180,1965-04,Italy,0.4412599803532662
384,1965-04,Canada,0.2419291584879355
2079,1965-04,Germany,0.3711920406267497
3948,1965-04,Japan,0.31014699145025193
1311,1965-04,France,0.5165711342690256
4776,1965-04,United Kingdom,0.019385222575109662
5700,1965-04,United States,0.31298057399592616
2080,1965-05,Germany,0.3711920406267497
1312,1965-05,France,0.5165711342690256
4777,1965-05,United Kingdom,0.019385222575109662
3949,1965-05,Japan,0.31014699145025193
5701,1965-05,United States,0.31298057399592616
3181,1965-05,Italy,0.4412599803532662
385,1965-05,Canada,0.2419291584879355
3950,1965-06,Japan,0.31014699145025193
3182,1965-06,Italy,0.4412599803532662
4778,1965-06,United Kingdom,0.019385222575109662
1313,1965-06,France,0.5165711342690256
2081,1965-06,Germany,0.3711920406267497
5702,1965-06,United States,0.31298057399592616
386,1965-06,Canada,0.2419291584879355
4779,1965-07,United Kingdom,0.21824552657726248
387,1965-07,Canada,0.33804320202686133
5703,1965-07,United States,0.47715921901061775
2082,1965-07,Germany,0.1854434936689362
1314,1965-07,France,0.3471855340390464
3951,1965-07,Japan,0.483670582639411
3183,1965-07,Italy,0.3261107253597546
1315,1965-08,France,0.3471855340390464
5704,1965-08,United States,0.47715921901061775
3952,1965-08,Japan,0.483670582639411
388,1965-08,Canada,0.33804320202686133
2083,1965-08,Germany,0.1854434936689362
3184,1965-08,Italy,0.3261107253597546
4780,1965-08,United Kingdom,0.21824552657726248
1316,1965-09,France,0.3471855340390464
3185,1965-09,Italy,0.3261107253597546
2084,1965-09,Germany,0.1854434936689362
3953,1965-09,Japan,0.483670582639411
389,1965-09,Canada,0.33804320202686133
5705,1965-09,United States,0.47715921901061775
4781,1965-09,United Kingdom,0.21824552657726248
